State,City,Start_Lat,Start_Lng,Total Accidents,Sum of Estimated Accident Cost (Row)
AL,Alabaster,33.209894,-86.796255,6,672000
AL,Alabaster,33.210072,-86.7967,1,300000
AL,Alabaster,33.210232,-86.796837,1,300000
AL,Alabaster,33.210411,-86.796982,1,450000
AL,Alabaster,33.211174,-86.797623,1,275000
AL,Alabaster,33.211437,-86.797844,1,275000
AL,Alabaster,33.21161,-86.828609,1,80000
AL,Alabaster,33.211628000000005,-86.798012,1,300000
AL,Alabaster,33.212519,-86.798774,3,296000
AL,Alabaster,33.212666,-86.798576,1,144000
AL,Alabaster,33.212826,-86.799019,1,275000
AL,Alabaster,33.212936,-86.79911,1,250000
AL,Alabaster,33.213181,-86.799316,1,275000
AL,Alabaster,33.213799,-86.799828,1,250000
AL,Alabaster,33.21394,-86.86283900000002,1,96000
AL,Alabaster,33.214157,-86.79982,1,144000
AL,Alabaster,33.214582,-86.800159,2,240000
AL,Alabaster,33.214585,-86.800462,1,88000
AL,Alabaster,33.214827,-86.80065400000002,1,88000
AL,Alabaster,33.214905,-86.826769,1,88000
AL,Alabaster,33.214937,-86.800436,1,80000
AL,Alabaster,33.21524,-86.800667,1,250000
AL,Alabaster,33.215553,-86.80117800000002,1,450000
AL,Alabaster,33.217339,-86.80237,2,184000
AL,Alabaster,33.217784,-86.802361,1,144000
AL,Alabaster,33.217804,-86.802635,1,275000
AL,Alabaster,33.218376,-86.802975,3,2064000
AL,Alabaster,33.218472,-86.802757,1,120000
AL,Alabaster,33.219439,-86.80358000000003,1,80000
AL,Alabaster,33.219715,-86.803436,1,250000
AL,Alabaster,33.21997,-86.8036,1,144000
AL,Alabaster,33.220482000000004,-86.80416899999999,1,120000
AL,Alabaster,33.220516,-86.804192,1,300000
AL,Alabaster,33.220654,-86.80426800000002,1,450000
AL,Alabaster,33.220783000000004,-86.80405400000002,1,80000
AL,Alabaster,33.221169,-86.823753,1,144000
AL,Alabaster,33.221732,-86.804602,1,80000
AL,Alabaster,33.222054,-86.80506899999996,1,300000
AL,Alabaster,33.222204,-86.804874,1,88000
AL,Alabaster,33.222233,-86.80516800000002,1,250000
AL,Alabaster,33.222656,-86.80540699999997,3,288000
AL,Alabaster,33.225218,-86.806561,1,96000
AL,Alabaster,33.225664,-86.80702,2,216000
AL,Alabaster,33.226412,-86.807304,3,336000
AL,Alabaster,33.22657,-86.807076,1,250000
AL,Alabaster,33.226618,-86.807367,1,144000
AL,Alabaster,33.2266795633639,-86.807109117094,1,88000
AL,Alabaster,33.227881,-86.807645,3,1976000
AL,Alabaster,33.22788119,-86.80764556,1,120000
AL,Alabaster,33.227881193002574,-86.80764555889698,18,2944000
AL,Alabaster,33.227891,-86.807647,1,120000
AL,Alabaster,33.228001,-86.80740300000002,1,80000
AL,Alabaster,33.228928,-86.80746500000002,1,375000
AL,Alabaster,33.2295,-86.807724,1,250000
AL,Alabaster,33.229515,-86.805142,1,96000
AL,Alabaster,33.22979,-86.807716,1,275000
AL,Alabaster,33.229843,-86.807709,1,80000
AL,Alabaster,33.230209,-86.80720500000002,35,9768000
AL,Alabaster,33.23045,-86.807663,1,300000
AL,Alabaster,33.230701,-86.807625,1,250000
AL,Alabaster,33.230707,-86.807327,1,144000
AL,Alabaster,33.230789,-86.80748,1,120000
AL,Alabaster,33.230846,-86.807571,1,96000
AL,Alabaster,33.230865,-86.807567,1,88000
AL,Alabaster,33.231155,-86.807745,1,88000
AL,Alabaster,33.231449,-86.807167,1,250000
AL,Alabaster,33.232876,-86.806648,1,275000
AL,Alabaster,33.233028000000004,-86.81043199999998,1,88000
AL,Alabaster,33.23378,-86.806465,1,275000
AL,Alabaster,33.23410391791709,-86.8059718604717,4,464000
AL,Alabaster,33.234322,-86.822449,1,12000
AL,Alabaster,33.23496222480185,-86.80569291073414,1,1200000
AL,Alabaster,33.235565,-86.805305,1,275000
AL,Alabaster,33.235699,-86.805222,1,375000
AL,Alabaster,33.235749,-86.8049,1,80000
AL,Alabaster,33.23592,-86.81395,1,120000
AL,Alabaster,33.236463,-86.814412,1,120000
AL,Alabaster,33.237404999999995,-86.804079,3,256000
AL,Alabaster,33.237556,-86.80368,1,450000
AL,Alabaster,33.2379,-86.81510899999998,1,120000
AL,Alabaster,33.238445,-86.815659,3,288000
AL,Alabaster,33.240303000000004,-86.81658900000002,1,88000
AL,Alabaster,33.240345,-86.801827,1,120000
AL,Alabaster,33.241273,-86.80166,4,480000
AL,Alabaster,33.243298,-86.80001800000002,1,144000
AL,Alabaster,33.244371,-86.80055899999998,2,168000
AL,Alabaster,33.246143,-86.800247,1,300000
AL,Alabaster,33.249039,-86.798433,1,80000
AL,Alabaster,33.249695,-86.799706,1,144000
AL,Alabaster,33.250137,-86.799637,1,275000
AL,Alabaster,33.251728,-86.799391,9,976000
AL,Alabaster,33.252987,-86.798477,1,300000
AL,Alabaster,33.253469,-86.799134,1,120000
AL,Alabaster,33.253678,-86.81426,1,88000
AL,Alabaster,33.25862,-86.798979,1,144000
AL,Alabaster,33.265195,-86.79898,1,144000
AL,Albertville,34.215739,-86.274782,1,96000
AL,Albertville,34.219501,-86.270576,1,96000
AL,Albertville,34.243462,-86.172531,1,120000
AL,Albertville,34.261452,-86.085426,1,96000
AL,Albertville,34.264813000000004,-86.191479,1,120000
AL,Albertville,34.275944,-86.20423100000002,1,120000
AL,Albertville,34.277988,-86.210037,2,176000
AL,Albertville,34.281212,-86.095718,2,208000
AL,Albertville,34.289189,-86.24209599999998,1,96000
AL,Albertville,34.29039,-86.171761,1,96000
AL,Albertville,34.290871,-86.283813,1,80000
AL,Albertville,34.29261,-86.13834399999998,1,96000
AL,Albertville,34.300964,-86.14478299999998,1,120000
AL,Albertville,34.302978,-86.139718,1,1100000
AL,Alexander City,32.728809000000005,-85.969307,2,192000
AL,Alexander City,32.752159000000006,-85.950096,1,88000
AL,Alexander City,32.906109,-85.900711,1,96000
AL,Alexander City,32.906274,-85.90136899999997,1,144000
AL,Alexander City,32.906284,-85.902107,1,120000
AL,Alexander City,32.906566999999995,-85.90837900000002,1,144000
AL,Alexander City,32.907043,-85.92750500000002,1,88000
AL,Alexander City,32.915344,-85.952049,1,80000
AL,Alexander City,32.926399,-85.96338399999998,1,80000
AL,Alexander City,32.928946999999994,-85.965828,1,120000
AL,Alexander City,32.931657,-85.96911899999998,1,144000
AL,Alexander City,32.933704,-85.971413,1,80000
AL,Alexander City,32.967033,-86.00935600000003,1,96000
AL,Alexander City,32.967144,-86.009468,1,88000
AL,Alexandria,33.750462,-85.88726,1,88000
AL,Alexandria,33.764353,-85.89188100000001,1,144000
AL,Alexandria,33.767959999999995,-85.892723,1,144000
AL,Alexandria,33.782289,-85.896951,1,144000
AL,Alexandria,33.782681,-85.896637,3,360000
AL,Alexandria,33.782719,-85.916054,1,96000
AL,Alexandria,33.784209999999995,-85.882011,1,11000
AL,Aliceville,32.939163,-88.297944,1,88000
AL,Aliceville,33.046597,-88.278679,1,80000
AL,Aliceville,33.049782,-88.11869,1,120000
AL,Aliceville,33.096072,-88.136202,1,144000
AL,Alpine,33.265789,-86.212723,1,120000
AL,Alpine,33.441769,-86.276031,1,15000
AL,Altoona,33.964901,-86.39888,1,144000
AL,Altoona,34.001605,-86.368674,1,96000
AL,Altoona,34.007423,-86.361244,1,88000
AL,Altoona,34.035511,-86.289688,1,88000
AL,Altoona,34.065524339513466,-86.43020510632309,4,440000
AL,Altoona,34.065552000000004,-86.43019100000002,1,120000
AL,Altoona,34.065736,-86.28675600000003,2,1188000
AL,Altoona,34.066551000000004,-86.258034,1,80000
AL,Altoona,34.06813,-86.308175,1,96000
AL,Altoona,34.068581,-86.310638,1,120000
AL,Altoona,34.071411,-86.427109,1,144000
AL,Altoona,34.07225,-86.324722,1,11000
AL,Altoona,34.072254,-86.324951,1,88000
AL,Altoona,34.078011,-86.336708,2,232000
AL,Altoona,34.078686,-86.422523,1,15000
AL,Altoona,34.080687,-86.420767,1,96000
AL,Altoona,34.08079,-86.420683,1,120000
AL,Altoona,34.081139,-86.420456,1,88000
AL,Altoona,34.081348,-86.42028,1,80000
AL,Altoona,34.08176,-86.419875,2,200000
AL,Altoona,34.082458,-86.419342,2,216000
AL,Altoona,34.08248,-86.419291,1,120000
AL,Altoona,34.083032,-86.418819,2,1180000
AL,Altoona,34.08305,-86.418869,1,120000
AL,Altoona,34.092786,-86.410999,1,120000
AL,Altoona,34.092949,-86.354439,1,88000
AL,Altoona,34.094513,-86.40997,1,96000
AL,Altoona,34.09454,-86.410027,2,90000
AL,Altoona,34.09911,-86.410988,1,88000
AL,Altoona,34.099411,-86.407173,1,96000
AL,Altoona,34.099419,-86.407106,2,176000
AL,Altoona,34.099669,-86.364199,1,96000
AL,Altoona,34.099758,-86.364349,2,224000
AL,Altoona,34.104311,-86.404226,1,120000
AL,Altoona,34.105064,-86.40385400000002,1,12000
AL,Altoona,34.105064,-86.372559,1,96000
AL,Altoona,34.107288,-86.375999,4,424000
AL,Altoona,34.107347,-86.376102,1,88000
AL,Altoona,34.11122918112701,-86.38213992077647,1,144000
AL,Altoona,34.111237,-86.38215100000002,1,80000
AL,Altoona,34.112867,-86.399221,1,80000
AL,Altoona,34.116533000000004,-86.39031700000002,1,144000
AL,Altoona,34.117649,-86.396446,1,120000
AL,Altoona,34.11901,-86.39415100000002,1,96000
AL,Altoona,34.119122,-86.394341,1,96000
AL,Altoona,34.119396,-86.394768,1,96000
AL,Altoona,34.119465000000005,-86.394867,1,144000
AL,Altoona,34.119709,-86.395241,13,1346000
AL,Altoona,34.121105,-86.3974,1,80000
AL,Altoona,34.121138,-86.397472,1,120000
AL,Altoona,34.121177,-86.397534,1,80000
AL,Altoona,34.121208,-86.39437099999998,1,80000
AL,Altoona,34.122391,-86.399384,1,88000
AL,Altoona,34.122879,-86.39337900000002,1,88000
AL,Altoona,34.12632,-86.405632,3,376000
AL,Altoona,34.129034000000004,-86.410538,1,144000
AL,Altoona,34.129452,-86.41124,2,176000
AL,Altoona,34.135512,-86.403039,1,88000
AL,Altoona,34.153420000000004,-86.367733,1,96000
AL,Andalusia,31.101740000000003,-86.565048,1,96000
AL,Andalusia,31.14226,-86.69573199999998,1,120000
AL,Andalusia,31.15843892082616,-86.76003098446483,1,144000
AL,Andalusia,31.159451,-86.781761,1,450000
AL,Andalusia,31.175922,-86.580401,2,1620000
AL,Andalusia,31.176773,-86.579864,2,1080000
AL,Andalusia,31.177349,-86.579491,2,200000
AL,Andalusia,31.17787,-86.579178,2,208000
AL,Andalusia,31.17976,-86.57799,1,120000
AL,Andalusia,31.233379,-86.52774000000002,1,80000
AL,Andalusia,31.240376,-86.527748,1,120000
AL,Andalusia,31.240669,-86.527748,1,88000
AL,Andalusia,31.244261,-86.527191,1,144000
AL,Andalusia,31.30596,-86.39827,1,88000
AL,Andalusia,31.308729,-86.47087900000002,1,96000
AL,Andalusia,31.31636,-86.498077,1,144000
AL,Andalusia,31.317736,-86.497322,2,264000
AL,Andalusia,31.317856,-86.49794,1,144000
AL,Andalusia,31.31871,-86.44368,1,144000
AL,Andalusia,31.32007,-86.430183,1,120000
AL,Andalusia,31.345964,-86.47126800000002,1,96000
AL,Andalusia,31.391771,-86.473701,1,144000
AL,Anderson,34.92168,-87.269768,1,88000
AL,Anniston,33.613255,-85.750015,1,96000
AL,Anniston,33.613605,-85.748695,1,80000
AL,Anniston,33.613913000000004,-85.746652,2,232000
AL,Anniston,33.614735,-85.744423,1,275000
AL,Anniston,33.614741563636706,-85.77520966488945,1,96000
AL,Anniston,33.615196000000005,-85.74180600000003,1,375000
AL,Anniston,33.615932,-85.69072800000002,1,80000
AL,Anniston,33.616792,-85.735254,1,120000
AL,Anniston,33.616903,-85.695236,1,144000
AL,Anniston,33.617137,-85.732725,1,88000
AL,Anniston,33.61738085730736,-85.72699427563799,1,144000
AL,Anniston,33.617397,-85.727002,1,120000
AL,Anniston,33.61744,-85.726484,1,80000
AL,Anniston,33.617588,-85.72753900000002,1,250000
AL,Anniston,33.617659,-85.726393,1,96000
AL,Anniston,33.617659807044895,-85.72639346081864,6,656000
AL,Anniston,33.617665,-85.72639699999998,1,80000
AL,Anniston,33.617705,-85.722895,3,344000
AL,Anniston,33.617744,-85.72551,1,88000
AL,Anniston,33.617805,-85.72139,1,300000
AL,Anniston,33.617863,-85.761054,2,1888000
AL,Anniston,33.6179,-85.700908,1,80000
AL,Anniston,33.617958,-85.722862,2,594000
AL,Anniston,33.617981,-85.72287,13,3273000
AL,Anniston,33.61798167212668,-85.71909785229815,6,1536000
AL,Anniston,33.618024,-85.718484,1,88000
AL,Anniston,33.61802458747092,-85.7184755798067,5,1464000
AL,Anniston,33.618149,-85.716705,1,250000
AL,Anniston,33.61817,-85.701113,1,88000
AL,Anniston,33.618225,-85.718819,1,300000
AL,Anniston,33.618225,-85.718796,1,375000
AL,Anniston,33.618239,-85.718528,1,96000
AL,Anniston,33.618338,-85.714174,4,352000
AL,Anniston,33.618449,-85.722679,1,80000
AL,Anniston,33.618668,-85.705147,1,300000
AL,Anniston,33.63678,-85.90567800000002,1,15000
AL,Anniston,33.642166,-85.883995,1,120000
AL,Anniston,33.646152,-85.657913,1,144000
AL,Anniston,33.646417,-85.65729499999998,1,144000
AL,Anniston,33.688728999999995,-85.82291500000002,1,96000
AL,Anniston,33.691689000000004,-85.823112,1,96000
AL,Anniston,33.69545,-85.877922,1,88000
AL,Anniston,33.697151,-85.849968,1,96000
AL,Anniston,33.700534999999995,-85.82766,1,12000
AL,Anniston,33.70253,-85.830811,1,15000
AL,Anniston,33.704304,-85.832756,1,120000
AL,Anniston,33.713123,-85.8438,1,80000
AL,Anniston,33.715511,-85.856758,1,12000
AL,Anniston,33.717529,-85.867828,3,328000
AL,Anniston,33.717690000000005,-85.86842800000002,1,144000
AL,Anniston,33.720828999999995,-85.873918,1,144000
AL,Anniston,33.723209000000004,-85.83225300000002,1,120000
AL,Anniston,33.724018,-85.876579,1,80000
AL,Anniston,33.725513,-85.676201,1,88000
AL,Anniston,33.742484999999995,-85.688182,2,1344000
AL,Anniston,33.746689,-85.68762199999998,1,96000
AL,Arab,34.238529,-86.494537,2,232000
AL,Arab,34.239586,-86.494605,1,120000
AL,Arab,34.247203000000006,-86.495036,2,224000
AL,Arab,34.24966,-86.495209,1,80000
AL,Arab,34.250511,-86.495273,1,88000
AL,Arab,34.25053,-86.495262,3,296000
AL,Arab,34.252503000000004,-86.495375,1,96000
AL,Arab,34.256589,-86.49560799999998,1,88000
AL,Arab,34.263422,-86.495811,1,96000
AL,Arab,34.269329,-86.495613,1,96000
AL,Arab,34.269378,-86.495612,2,200000
AL,Arab,34.275478,-86.5299,1,88000
AL,Arab,34.289619,-86.496788,1,144000
AL,Arab,34.302364000000004,-86.548683,1,96000
AL,Arab,34.318161,-86.49575,1,88000
AL,Arab,34.320889,-86.495903,2,200000
AL,Arab,34.398986,-86.518546,1,120000
AL,Ardmore,34.933338,-86.773987,6,632000
AL,Ardmore,34.933362,-86.77401400000002,2,224000
AL,Ardmore,34.943378,-86.781219,1,120000
AL,Ardmore,34.948170000000005,-86.78469799999998,3,690000
AL,Ardmore,34.951190999999994,-86.819649,1,144000
AL,Ardmore,34.95174,-86.819908,1,120000
AL,Ardmore,34.954796,-86.789455,1,144000
AL,Ardmore,34.962631,-86.82713299999998,2,232000
AL,Ardmore,34.962639,-86.79512,2,264000
AL,Ardmore,34.9729,-86.88324,5,1544000
AL,Ardmore,34.973258,-86.881468,1,144000
AL,Ardmore,34.977219,-86.805634,1,88000
AL,Ardmore,34.977581,-86.863098,1,88000
AL,Ardmore,34.980468,-86.879126,1,80000
AL,Ardmore,34.98274,-86.879676,1,96000
AL,Ardmore,34.983669,-86.85172299999998,1,80000
AL,Ardmore,34.983849,-86.85249300000002,1,120000
AL,Ardmore,34.987895,-86.84654,1,96000
AL,Ardmore,34.989868,-86.84652700000002,1,80000
AL,Ardmore,34.9905,-86.879416,1,144000
AL,Ardmore,34.990543126893094,-86.87965750652846,1,120000
AL,Ardmore,34.991611,-86.81938199999998,1,144000
AL,Ardmore,34.99161601049904,-86.81938290554609,1,144000
AL,Ardmore,34.991943,-86.841705,1,144000
AL,Ardmore,34.991982,-86.842072,2,208000
AL,Ardmore,34.992001,-86.843102,1,80000
AL,Ariton,31.52755,-85.668022,1,120000
AL,Ariton,31.53067,-85.723221,2,240000
AL,Ariton,31.545855,-85.737022,1,120000
AL,Ariton,31.548683,-85.68020600000001,1,88000
AL,Ariton,31.564829,-85.754044,1,144000
AL,Ariton,31.567083,-85.7575,3,384000
AL,Ariton,31.568005,-85.76844799999998,1,120000
AL,Ariton,31.59119,-85.778801,3,256000
AL,Ariton,31.59651,-85.78472099999998,1,96000
AL,Ariton,31.600491,-85.716103,1,120000
AL,Ariton,31.622299,-85.687111,1,144000
AL,Arlington,32.026687,-87.565151,1,96000
AL,Ashford,31.0991,-85.312523,1,144000
AL,Ashford,31.160015,-85.189018,1,120000
AL,Ashford,31.175865,-85.238838,1,88000
AL,Ashford,31.186001,-85.267723,1,120000
AL,Ashford,31.26306,-85.206337,2,192000
AL,Ashland,33.204126,-85.89420600000003,1,1800000
AL,Ashville,33.75548243506548,-86.27592444378722,3,432000
AL,Ashville,33.772003000000005,-86.29809399999998,1,120000
AL,Ashville,33.79855,-86.374374,1,80000
AL,Ashville,33.800659,-86.37138900000002,1,80000
AL,Ashville,33.806625,-86.36288499999998,1,250000
AL,Ashville,33.856978999999995,-86.297566,1,88000
AL,Ashville,33.857170343237605,-86.29768252331591,1,88000
AL,Ashville,33.862358,-86.28697199999998,1,1100000
AL,Ashville,33.862434,-86.287025,6,2158000
AL,Ashville,33.864036798315695,-86.28360629040581,2,208000
AL,Ashville,33.887783,-86.251599,1,96000
AL,Ashville,33.895567,-86.23774399999998,2,176000
AL,Ashville,33.895936,-86.238888,1,120000
AL,Ashville,33.897119,-86.23707900000002,2,1088000
AL,Ashville,33.921036,-86.21125,1,275000
AL,Athens,34.73077,-86.936157,5,980000
AL,Athens,34.730778,-86.93611899999998,1,450000
AL,Athens,34.730892,-86.936157,1,450000
AL,Athens,34.731766,-86.986328,1,88000
AL,Athens,34.732349,-87.00145,1,88000
AL,Athens,34.735577,-86.937935,1,275000
AL,Athens,34.736284000000005,-86.93813,1,88000
AL,Athens,34.736446,-86.93816899999999,1,88000
AL,Athens,34.738545,-86.938298,1,120000
AL,Athens,34.74231,-86.957077,1,120000
AL,Athens,34.75185,-86.957024,2,240000
AL,Athens,34.753922,-86.93808,1,120000
AL,Athens,34.753971,-86.827774,1,144000
AL,Athens,34.755486,-86.938377,1,450000
AL,Athens,34.755661,-86.957222,1,96000
AL,Athens,34.758221,-86.834007,12,1184000
AL,Athens,34.758488,-86.834106,1,144000
AL,Athens,34.761299,-86.841664,1,88000
AL,Athens,34.762192,-86.846199,6,504000
AL,Athens,34.762196,-86.846195,1,96000
AL,Athens,34.762848,-86.850868,1,120000
AL,Athens,34.763428000000005,-86.857826,1,144000
AL,Athens,34.764259,-86.863792,6,602000
AL,Athens,34.765434,-86.87728100000002,15,1444000
AL,Athens,34.765574,-86.877569,1,144000
AL,Athens,34.766373,-86.883072,1,80000
AL,Athens,34.766490999999995,-86.88517,1,144000
AL,Athens,34.766654,-86.885486,1,80000
AL,Athens,34.766796,-86.89014399999998,1,88000
AL,Athens,34.767502,-86.89516400000002,4,424000
AL,Athens,34.770596000000005,-86.90572399999998,1,12000
AL,Athens,34.773621,-86.91175799999998,5,560000
AL,Athens,34.774181,-86.912155,1,80000
AL,Athens,34.774471000000005,-86.912498,1,96000
AL,Athens,34.774746,-86.957092,13,1256000
AL,Athens,34.77734,-86.917404,1,96000
AL,Athens,34.777618,-86.918312,1,80000
AL,Athens,34.779153,-86.93980400000002,1,120000
AL,Athens,34.779742,-86.957006,1,96000
AL,Athens,34.78004336340532,-86.94001793819933,1,88000
AL,Athens,34.780525,-86.939995,1,250000
AL,Athens,34.780579,-86.926086,1,88000
AL,Athens,34.780586,-86.92546800000002,1,120000
AL,Athens,34.781059,-86.927689,1,120000
AL,Athens,34.781239,-86.929062,1,144000
AL,Athens,34.781310999999995,-86.939293,1,275000
AL,Athens,34.781334,-86.930489,18,1676000
AL,Athens,34.781876000000004,-86.939911,1,250000
AL,Athens,34.782008000000005,-86.93625,1,88000
AL,Athens,34.782055,-86.936516,1,120000
AL,Athens,34.782055,-86.93650799999998,1,88000
AL,Athens,34.782061,-86.936521,1,80000
AL,Athens,34.782201,-86.936458,1,96000
AL,Athens,34.782207,-86.936401,1,88000
AL,Athens,34.782215,-86.936447,1,120000
AL,Athens,34.782222999999995,-86.936462,1,120000
AL,Athens,34.782452,-86.937416,1,120000
AL,Athens,34.782555,-86.93843100000002,1,80000
AL,Athens,34.782986,-86.93985699999998,1,1000000
AL,Athens,34.782986,-86.939743,21,3249000
AL,Athens,34.783375,-86.940903,1,144000
AL,Athens,34.783421000000004,-86.941086,1,80000
AL,Athens,34.783424,-86.941101,1,88000
AL,Athens,34.783427,-86.941694,1,120000
AL,Athens,34.783558,-86.94158900000002,1,96000
AL,Athens,34.783581,-86.941666,1,144000
AL,Athens,34.783592,-86.941711,1,80000
AL,Athens,34.783791,-86.942406,1,120000
AL,Athens,34.783878,-86.94339000000002,1,96000
AL,Athens,34.78392,-86.942177,1,144000
AL,Athens,34.78399,-86.943794,1,88000
AL,Athens,34.784157,-86.94442,1,120000
AL,Athens,34.784195000000004,-86.943939,1,88000
AL,Athens,34.784299,-86.944974,1,80000
AL,Athens,34.78437,-86.945213,1,120000
AL,Athens,34.784382,-86.945259,1,80000
AL,Athens,34.784538,-86.945847,2,106000
AL,Athens,34.784566,-86.94537700000002,1,88000
AL,Athens,34.784714,-86.93978100000002,1,375000
AL,Athens,34.784721000000005,-86.94502299999998,3,376000
AL,Athens,34.784733,-86.956673,1,96000
AL,Athens,34.784786,-86.947128,1,120000
AL,Athens,34.784805,-86.946281,1,144000
AL,Athens,34.784875,-86.947726,1,88000
AL,Athens,34.784896999999994,-86.946686,1,144000
AL,Athens,34.785171000000005,-86.94914399999998,1,96000
AL,Athens,34.785315999999995,-86.956818,1,88000
AL,Athens,34.785469,-86.95326999999996,9,872000
AL,Athens,34.785591,-86.956497,37,4258000
AL,Athens,34.785599,-86.955276,2,216000
AL,Athens,34.785614,-86.95549799999998,1,88000
AL,Athens,34.78566,-86.955849,1,80000
AL,Athens,34.785824,-86.956841,1,144000
AL,Athens,34.78587,-86.957001,1,120000
AL,Athens,34.785889000000005,-86.95706899999998,1,120000
AL,Athens,34.78594422323805,-86.93943858105213,3,1340000
AL,Athens,34.785976,-86.95665699999998,1,80000
AL,Athens,34.786125,-86.957779,1,88000
AL,Athens,34.786201,-86.957962,1,120000
AL,Athens,34.786217,-86.958,1,120000
AL,Athens,34.78675961477859,-86.93967461544544,1,120000
AL,Athens,34.786896,-86.959763,1,250000
AL,Athens,34.786957,-86.959923,1,80000
AL,Athens,34.787201,-86.960548,2,232000
AL,Athens,34.787319000000004,-86.960854,1,80000
AL,Athens,34.787491,-86.961304,7,752000
AL,Athens,34.787601,-86.961578,1,12000
AL,Athens,34.787899,-86.956757,2,240000
AL,Athens,34.787997999999995,-86.962624,1,144000
AL,Athens,34.788158,-86.96305100000002,1,120000
AL,Athens,34.788239000000004,-86.963272,1,96000
AL,Athens,34.788303000000006,-86.963448,1,88000
AL,Athens,34.788387,-86.963661,1,144000
AL,Athens,34.788425,-86.963768,1,80000
AL,Athens,34.788433000000005,-86.96378299999998,1,96000
AL,Athens,34.788562,-86.964136,1,88000
AL,Athens,34.788567,-86.964119,1,144000
AL,Athens,34.788589,-86.96417199999998,2,224000
