Start_Lng,Start_Lat,City
-124.422254,42.684318,Port Orford
-124.422172,42.391464,Gold Beach
-124.422159,42.98517,Bandon
-124.422063,42.33119,Gold Beach
-124.421982,42.381866,Gold Beach
-124.421699,42.381217,Gold Beach
-124.421644,42.381094,Gold Beach
-124.421291,42.454181,Gold Beach
-124.420668,42.332248,Gold Beach
-124.420578,42.409882,Gold Beach
-124.420376,42.98969500000001,Bandon
-124.420217,42.975161,Bandon
-124.42009091317928,42.33267188052019,Gold Beach
-124.42009,42.33267100000001,Gold Beach
-124.419661,42.676879,Port Orford
-124.419629,42.430188,Gold Beach
-124.419405,42.36924000000001,Gold Beach
-124.419339,42.679184,Port Orford
-124.419189,42.368484,Gold Beach
-124.419049,42.681553,Port Orford
-124.418769,42.993732,Bandon
-124.418594,42.465133,Gold Beach
-124.418594,42.465931,Gold Beach
-124.418465,42.470298,Gold Beach
-124.417716,42.344315,Gold Beach
-124.417702,42.669033,Port Orford
-124.417684,42.344201,Gold Beach
-124.417204,42.485142,Gold Beach
-124.417129,42.347956,Gold Beach
-124.416872,42.668045,Port Orford
-124.416871,42.998482,Bandon
-124.416816,42.998642,Bandon
-124.416433,42.334809,Gold Beach
-124.416238,42.363281,Gold Beach
-124.416169,42.334908,Gold Beach
-124.415945,42.422639,Gold Beach
-124.415757,42.318298,Gold Beach
-124.415608,43.003742,Bandon
-124.41557,43.00660300000001,Bandon
-124.415461,43.03766,Bandon
-124.415323,43.026683,Bandon
-124.415318,43.025664,Bandon
-124.415299,43.03407,Bandon
-124.415272,43.067883,Bandon
-124.415262,43.068445,Bandon
-124.41526,43.032793,Bandon
-124.415232,43.064358,Bandon
-124.415231,43.06369,Bandon
-124.415229,43.070719,Bandon
-124.415227,42.490285,Gold Beach
-124.415225,43.071808,Bandon
-124.415224,43.06163,Bandon
-124.415211,43.0758,Bandon
-124.415196,43.085191,Bandon
-124.41518700000002,43.019477,Bandon
-124.415186,43.057719,Bandon
-124.415185,43.019359,Bandon
-124.415183,43.060011,Bandon
-124.415181,43.053784,Bandon
-124.415173,43.079372,Bandon
-124.415166,43.018575,Bandon
-124.415164,43.090891,Bandon
-124.415149,43.08288,Bandon
-124.41509,43.097379,Bandon
-124.415081,43.015586,Bandon
-124.415044,43.10454,Bandon
-124.415031,43.106318,Bandon
-124.415031,43.106414,Bandon
-124.415008,43.113334,Bandon
-124.414972,43.011122,Bandon
-124.414742,42.360512,Gold Beach
-124.41432,42.423372,Gold Beach
-124.414277,43.047415,Bandon
-124.414116,42.493052,Gold Beach
-124.413637,42.340633,Gold Beach
-124.41335,42.494955,Gold Beach
-124.412831,42.340087,Gold Beach
-124.41161513269228,42.66093134859722,Port Orford
-124.411615,42.660931,Port Orford
-124.411311,43.118902,Bandon
-124.410434,42.502144,Gold Beach
-124.410339,42.307282,Gold Beach
-124.40989851892276,42.306557893551314,Gold Beach
-124.409677,42.50460800000001,Gold Beach
-124.409008,43.119106,Bandon
-124.408313,42.644728,Port Orford
-124.406732,42.29362800000001,Gold Beach
-124.406722,42.293618,Gold Beach
-124.406569,42.312999,Gold Beach
-124.405731,47.685741,Forks
-124.405406,42.290395,Gold Beach
-124.405092,42.283479,Gold Beach
-124.4048,42.280069,Gold Beach
-124.404269,42.278076,Gold Beach
-124.403488,47.96748,Forks
-124.403365,42.274742,Gold Beach
-124.40176606118963,42.268770932949685,Gold Beach
-124.401766,42.26877,Brookings
-124.400837,42.265417,Brookings
-124.399297,42.536056,Gold Beach
-124.39916200000002,43.11916,Bandon
-124.398976,42.595606,Gold Beach
-124.398844,42.627218,Port Orford
-124.39872,43.119432,Bandon
-124.398555,43.122045,Bandon
-124.398497,42.256613,Gold Beach
-124.398483,42.256586,Gold Beach
-124.398408,43.122049,Bandon
-124.397924,42.539031,Gold Beach
-124.396569,42.616221,Port Orford
-124.39603686273384,42.54523158053137,Gold Beach
-124.39597,43.143206,Bandon
-124.395919,42.603458,Gold Beach
-124.395908,42.60344600000001,Port Orford
-124.395674,43.144006,Bandon
-124.395544,42.262156,Brookings
-124.395475,43.148961,Bandon
-124.395472,43.14632,Bandon
-124.3939340108662,42.6134455201978,Port Orford
-124.393934,42.613445,Port Orford
-124.393767,42.58912700000001,Gold Beach
-124.393293,43.156936,Bandon
-124.392588,42.250414,Brookings
-124.392375,42.23927,Gold Beach
-124.39200282037548,42.242957353390494,Gold Beach
-124.392002,42.242957,Gold Beach
-124.391361,42.579635,Gold Beach
-124.39086556375317,42.24220633486632,Brookings
-124.390413,48.021107,Forks
-124.390079,43.118395,Bandon
-124.389178,43.16046400000001,Bandon
-124.388963,48.026635,Forks
-124.38796299999998,42.57283,Gold Beach
-124.38784003198435,42.571452855860855,Gold Beach
-124.38784,42.571452,Gold Beach
-124.387656,48.029631,Forks
-124.386934,42.233854,Gold Beach
-124.386733,43.16235800000001,Bandon
-124.385547,42.232082,Brookings
-124.385452,47.948952,Forks
-124.384986,42.230492,Brookings
-124.384634,42.563605,Gold Beach
-124.38462138116653,42.56359934786528,Gold Beach
-124.384233,48.036286,Forks
-124.381757,43.32542,Coos Bay
-124.380586,43.120688,Bandon
-124.379386,42.248946,Brookings
-124.37936425149736,42.248944043911706,Brookings
-124.379364,42.248944,Brookings
-124.379195,42.223886,Brookings
-124.378826,43.168603,Bandon
-124.3785059446126,42.223173379696725,Brookings
-124.378392,43.121434,Bandon
-124.376343,42.221795,Brookings
-124.37584519326984,47.89477944351246,Forks
-124.37523799999998,42.21326,Brookings
-124.374965,40.455681,Ferndale
-124.372486,43.173588,Bandon
-124.37170386255085,43.33030343035064,Coos Bay
-124.371072,43.174701,Bandon
-124.36829209268394,42.194741964139006,Brookings
-124.368292,42.194741,Brookings
-124.367725,42.193722,Brookings
-124.367629,40.466143,Ferndale
-124.366003,43.338779,Coos Bay
-124.365716,42.231912,Brookings
-124.36569571435751,42.23190665224918,Brookings
-124.365695,42.231906,Brookings
-124.365527,42.246112,Brookings
-124.364564,43.12830200000001,Bandon
-124.364154,43.339067,Coos Bay
-124.363501,48.050164,Beaver
-124.363368,43.339186,Coos Bay
-124.361923,42.186668,Brookings
-124.361393,43.182302,Bandon
-124.360558,42.229627,Brookings
-124.36054587304896,42.22961068133245,Brookings
-124.360545,42.22961,Brookings
-124.360382,43.183081,Bandon
-124.360174,42.185114,Brookings
-124.36006100000002,42.155008,Brookings
-124.35981,42.152626,Brookings
-124.35921100000002,42.166108,Brookings
-124.358755,42.159389,Brookings
-124.358372,42.179535,Brookings
-124.358155,42.174832,Brookings
-124.35814261377163,42.17482924441255,Brookings
-124.357664,42.148955,Brookings
-124.356935,43.339822,Coos Bay
-124.354174,43.188006,Bandon
-124.353771,43.1325,Bandon
-124.352311,40.52770200000001,Ferndale
-124.351708,43.338348,Coos Bay
-124.349977,43.338022,Coos Bay
-124.349517,40.537563,Ferndale
-124.349449,42.123535,Brookings
-124.349399,43.19174,Bandon
-124.34936,42.123272,Brookings
-124.34923899999998,42.122723,Brookings
-124.349065,42.12108,Brookings
-124.348956,42.11737700000001,Brookings
-124.348894,42.114932,Brookings
-124.348418,43.132556,Bandon
-124.347023,43.192894,Bandon
-124.346474,48.267509,Sekiu
-124.344743,42.105862,Brookings
-124.344268,43.192526,Bandon
-124.343955,42.104696,Brookings
-124.342971,40.289211,Petrolia
-124.342672,43.133816,Coquille
-124.34261,47.546955,Forks
-124.340942,47.74374,Forks
-124.339424,42.098815,Brookings
-124.337602,43.342292,Coos Bay
-124.33736100000002,43.190912,Bandon
-124.337351,42.220072,Brookings
-124.33735,42.220062,Brookings
-124.335596,40.57610800000001,Ferndale
-124.335593,43.129819,Coquille
-124.333623,43.339519,Coos Bay
-124.332873,43.339569,Coos Bay
-124.332126,43.339729,Coos Bay
-124.331989,42.090664,Brookings
-124.331069,42.089718,Brookings
-124.330659,40.578048,Ferndale
-124.32979702890238,43.12802195528446,Coquille
-124.329662,43.340169,Coos Bay
-124.329026,43.340086,Coos Bay
-124.328953,43.340071,Coos Bay
-124.327274,43.191985,Bandon
-124.326259,40.579237,Ferndale
-124.326195,43.339195,Coos Bay
-124.326079,42.084738,Brookings
-124.325757,42.084563,Brookings
-124.324704,43.339425,Coos Bay
-124.324366,43.339461,Coos Bay
-124.321621,43.192179,Bandon
-124.321616,43.118976,Coquille
-124.317397,43.339771,Coos Bay
-124.317215,48.057687,Beaver
-124.316808,43.195231,Coquille
-124.316793,43.195227,Coquille
-124.316173,42.130173,Brookings
-124.315419,43.342018,Coos Bay
-124.315216,43.346377,Coos Bay
-124.315215,43.346774,Coos Bay
-124.314977,42.137753,Brookings
-124.314805,43.347731,Coos Bay
-124.314583,43.348138,Coos Bay
-124.314529,48.058632,Beaver
-124.314527,43.341474,Coos Bay
-124.314272,43.109037,Coquille
-124.313572,43.350801,Coos Bay
-124.31276,43.353074,Coos Bay
-124.312457,42.077922,Brookings
-124.311998,43.354361,Coos Bay
-124.31194424569937,42.16360688189428,Brookings
-124.31166,42.075321,Brookings
-124.311245,43.355474,Coos Bay
-124.310024,42.081902,Brookings
-124.309845,43.356808,Coos Bay
-124.30966399999998,43.108429,Coquille
-124.30909,42.072044,Brookings
-124.308044,43.358405,Coos Bay
-124.307625,43.214381,Coquille
-124.307073,43.204604,Coquille
-124.30707,43.204616,Coquille
-124.306984,43.210419,Coos Bay
-124.306965,40.297506,Petrolia
-124.30679440439076,43.20938944795985,Coquille
-124.306794,43.209389,Coquille
-124.306791,43.209392,Coquille
-124.306704,43.209388,Coquille
-124.306692,43.35924,Coos Bay
-124.306643,43.208535,Coquille
-124.306068,42.118179,Brookings
-124.304679,42.109971,Brookings
-124.304223,43.359943,Coos Bay
-124.302829,43.110289,Coquille
-124.30232,42.088254,Brookings
-124.302133,43.110621,Coquille
-124.302026,42.062765,Brookings
-124.301522,42.10890300000001,Brookings
-124.300653,40.58170300000001,Ferndale
-124.300583,40.58170300000001,Ferndale
-124.299777,43.362407,Coos Bay
-124.299054,42.089014,Brookings
-124.298302,43.364558,Coos Bay
-124.297736,43.364176,Coos Bay
-124.297639,42.103488,Brookings
-124.297362,42.102262,Brookings
-124.296603,43.366728,Coos Bay
-124.29618899999998,42.098308,Brookings
-124.296178,43.229253,Coquille
-124.295988,48.068333,Beaver
-124.295364,43.230122,Coos Bay
-124.295109,43.23038,Coos Bay
-124.295073,43.368235,Coos Bay
-124.294964,48.258084,Sekiu
-124.294925,42.088445,Brookings
-124.294575,43.230962,Coos Bay
-124.294525,40.326507,Petrolia
-124.294509,43.368704,Coos Bay
-124.294173,43.147113,Coquille
-124.293282,43.369794,Coos Bay
-124.292458,43.23326,Coquille
-124.29243922174317,43.23327183702834,Coquille
-124.292439,43.233271,Coquille
-124.29241,43.149244,Coquille
-124.29147,43.371898,Coos Bay
-124.291107,43.116032,Coquille
-124.290903,43.37262,Coos Bay
-124.290627,43.116142,Coquille
-124.289262,43.375043,Coos Bay
-124.288349,43.37612,Coos Bay
-124.288154,42.054343,Brookings
-124.28778290689333,43.244150876792695,Coquille
-124.287782,43.24415,Coquille
-124.287718,47.771912,Forks
-124.287161,43.151771,Coquille
-124.286692,42.053689,Brookings
-124.286098,42.053292,Brookings
-124.285954,40.324289,Petrolia
-124.285914,40.312548,Petrolia
-124.285834,43.139012,Coquille
-124.28583025873048,43.1390082834094,Coquille
-124.28583,43.139008,Coquille
-124.285804,42.053133,Brookings
-124.285753,43.1295,Coquille
-124.285454,43.378736,Coos Bay
-124.28518400000002,42.052815,Brookings
-124.284869,43.379257,Coos Bay
-124.283722,40.58150300000001,Ferndale
-124.283414,42.052313,Brookings
-124.28316,43.151669,Coquille
-124.28083,48.069981,Beaver
-124.280616,40.581029,Ferndale
-124.279676,42.053104,Brookings
-124.278877,40.580872,Ferndale
-124.278264,42.053527,Brookings
-124.278227,43.254572,Coquille
-124.277778,42.05367800000001,Brookings
-124.277159,47.781369,Forks
-124.277115,43.153494,Coquille
-124.276785,42.05394,Brookings
-124.27433,43.158089,Coquille
-124.274327,40.594293,Ferndale
-124.273361,42.054951,Brookings
-124.273318,42.054895,Brookings
-124.27316299999998,47.54076,Forks
-124.271008,42.055099,Brookings
-124.270728,42.054989,Brookings
-124.270442,40.567109,Ferndale
-124.26998600000002,42.054952,Brookings
-124.269557,40.593938,Ferndale
-124.269415,40.578145,Ferndale
-124.26922,42.0549,Brookings
-124.268487,40.573763,Ferndale
-124.267391,43.169792,Coquille
-124.266347,40.5763,Ferndale
-124.265953,42.054698,Brookings
-124.265943,40.576239,Ferndale
-124.265159,43.178292,Coquille
-124.264551,48.253166,Clallam Bay
-124.26418,40.573226,Ferndale
-124.264112,42.053964,Brookings
-124.262333,40.593708,Ferndale
-124.261793,43.269345,Coos Bay
-124.26177620828504,43.26934218386045,Coos Bay
-124.261776,43.269342,Coos Bay
-124.261505,42.051797,Brookings
-124.260592,43.273665,Coos Bay
-124.260003,42.050532,Brookings
-124.259828,43.276569,Coos Bay
-124.259432,43.180912,Coquille
-124.259368,42.050005,Brookings
-124.258946,47.811034,Forks
-124.258945,42.049655,Brookings
-124.258791,43.280554,Coos Bay
-124.25797,42.048833,Brookings
-124.256746,47.539883,Montesano
-124.255307,40.594735,Ferndale
-124.25491,40.571906,Ferndale
-124.254749,40.682253,Loleta
-124.25458,42.045988,Brookings
-124.254387,42.045829,Brookings
-124.253555,42.045131,Brookings
-124.253034,42.044714,Brookings
-124.252971,47.81045,Forks
-124.252511,42.04428,Brookings
-124.252409,40.690078,Loleta
-124.252333,47.539153000000006,Montesano
-124.252198,40.667024,Loleta
-124.25216,47.798127,Forks
-124.25186200000002,43.185075,Coquille
-124.25184130609392,47.794722318421385,Forks
-124.25113,40.66548,Loleta
-124.250953,47.808565,Forks
-124.250778,42.042845,Brookings
-124.250253,42.042413,Brookings
-124.250122,47.807258,Forks
-124.249925,47.805291,Forks
-124.249892,40.571279,Ferndale
-124.24903799999998,43.287526,Coos Bay
-124.248837,41.776751,Crescent City
-124.247852,43.185542,Coquille
-124.247401,43.287906,Coos Bay
-124.247163,43.21588300000001,Coos Bay
-124.247074,42.039744,Brookings
-124.246442,43.214929,Coos Bay
-124.24643397271991,43.21492552736658,Coos Bay
-124.246048,43.391571,North Bend
-124.24589753091696,43.21443200090784,Coquille
-124.245834,43.214394,Coquille
-124.245407,40.686798,Loleta
-124.245337,43.221833,Coos Bay
-124.243751,43.212905,Coquille
-124.243686,43.212848,Coquille
-124.243225,43.222923,Coos Bay
-124.242568,43.211649,Coquille
-124.242272,43.207396,Coquille
-124.242196,42.035733,Brookings
-124.242177,43.208241,Coquille
-124.242045,43.209686,Coquille
-124.241848,40.595539,Ferndale
-124.241326,40.643117,Loleta
-124.241295,42.034964,Brookings
-124.24117,42.034851,Brookings
-124.241006,42.034703,Brookings
-124.24074768960836,43.289448022636,Coos Bay
-124.240333,40.686811,Loleta
-124.240242,40.572536,Ferndale
-124.239844,43.203774,Coquille
-124.239549,48.066526,Beaver
-124.2393,43.4066,North Bend
-124.23838,41.772367,Crescent City
-124.238298,43.202977,Coquille
-124.237781,40.595464,Ferndale
-124.237359,43.225038,Coos Bay
-124.23733591974144,43.22503209093463,Coos Bay
-124.237283,43.179623,Coquille
-124.237173,43.204049,Coquille
-124.236359,43.226569,Coos Bay
-124.23591100000002,43.200502,Coquille
-124.235904,42.030431,Brookings
-124.235327,43.228649,Coos Bay
-124.234955,42.02966,Brookings
-124.234942,41.767776,Crescent City
-124.23493266046414,41.76777720431439,Crescent City
-124.234543,43.290893,Coos Bay
-124.233508,40.686737,Loleta
-124.232915,42.027987,Brookings
-124.23261,43.23419000000001,Coos Bay
-124.232403,43.234744,Coos Bay
-124.23153700000002,43.28299000000001,Coos Bay
-124.231522,43.283063,Coos Bay
-124.231071,43.283493,Coos Bay
-124.230979,40.597765,Ferndale
-124.230842,43.239817,Coos Bay
-124.230082,40.681415,Loleta
-124.229962,40.572849,Ferndale
-124.229707,42.025303,Brookings
-124.229588,43.265362,Coos Bay
-124.22937512338528,43.45761179903289,North Bend
-124.229375,43.457611,North Bend
-124.229317,43.266468,Coos Bay
-124.229111,43.455823,North Bend
-124.22909617364772,43.45583081224701,North Bend
-124.229068,43.290418,Coos Bay
-124.228794,43.277089,Coos Bay
-124.22862410486113,43.27713131883966,Coos Bay
-124.228502,43.286545,Coos Bay
-124.228195,43.270289,Coos Bay
-124.228166,42.024048,Brookings
-124.228079,43.26175300000001,Coos Bay
-124.227995,43.173249,Coquille
-124.22778725564848,43.28751683214527,Coos Bay
-124.227692,43.242418,Coos Bay
-124.227625,41.76292,Crescent City
-124.226898,43.452855,North Bend
-124.226549,40.761385,Samoa
-124.226378,40.641776,Loleta
-124.226378,40.642927,Loleta
-124.226367,40.640741,Loleta
-124.226192,40.663814,Loleta
-124.226186,40.646606,Loleta
-124.22617793023954,40.64659237842251,Loleta
-124.2261,41.77242800000001,Crescent City
-124.226004,43.463648,North Bend
-124.225623,43.244883,Coos Bay
-124.225403,40.638149,Loleta
-124.225295,43.192872,Coquille
-124.225167,43.466744,North Bend
-124.224893,40.6378,Loleta
-124.224871,43.246079,Coos Bay
-124.22477,43.246132,Coos Bay
-124.224684,41.777519,Crescent City
-124.224496,40.639046,Loleta
-124.224454,43.406615,North Bend
-124.224198,43.288377,Coos Bay
-124.224145,43.475716,North Bend
-124.224144,43.288582,Coos Bay
-124.224057,43.410343,North Bend
-124.224037,43.406617,North Bend
-124.224037,43.412443,North Bend
-124.224037,43.413106,North Bend
-124.224036,43.413977,North Bend
-124.224032,43.415112,North Bend
-124.224031,43.407912,North Bend
-124.224028,43.408593,North Bend
-124.224015,43.417597,North Bend
-124.223958,40.636853,Loleta
-124.223927,43.473031,North Bend
-124.22392487466703,43.418537378104105,North Bend
-124.223863,43.258667,Coos Bay
-124.223648,43.41995900000001,North Bend
-124.223358,43.421411,North Bend
-124.223294,43.413219,North Bend
-124.223244,40.598978,Ferndale
-124.223168,43.258445,Coos Bay
-124.223116,40.641431,Loleta
-124.223106,47.53432100000001,Montesano
-124.22297,43.408596,North Bend
-124.222563,41.77241,Crescent City
-124.222347,40.571486,Ferndale
-124.222323,43.25825800000001,Coos Bay
-124.222043,43.190648,Coquille
-124.222042,43.250089,Coos Bay
-124.221943,41.759037,Crescent City
-124.221924,43.443719,North Bend
-124.22190785348783,43.44370722749975,North Bend
-124.221654,41.758147,Crescent City
-124.221548,42.018562,Brookings
-124.221286,43.258081,Coos Bay
-124.221265,43.384838,Coos Bay
-124.221241,43.431494,North Bayside
-124.221026,43.398871,North Bend
-124.220932,43.432961,North Bayside
-124.220891,43.433161,North Bayside
-124.220886,43.384285,Coos Bay
-124.220624,40.642846,Loleta
-124.22059099999998,43.434616,North Bend
-124.22057747781648,43.43460917452129,North Bend
-124.220577,43.434609,North Bend
-124.220422,43.389167,North Bend
-124.220412,43.39031,North Bend
-124.22037,43.382891,Coos Bay
-124.220337,43.435768,North Bend
-124.220324,43.490057,North Bend
-124.220222,43.490336,North Bend
-124.21990900000002,40.737996,Eureka
-124.219746,43.438599,North Bend
-124.219699,43.291621,Coos Bay
-124.219662,43.185412,Coquille
-124.21966100000002,43.393859,North Bend
-124.21966,40.738672,Eureka
-124.219565,40.644021,Loleta
-124.219482,43.293018,Coos Bay
-124.219434,43.291977,Coos Bay
-124.219394,43.49269,North Bend
-124.219254,43.293447,Coos Bay
-124.219094,41.758189,Crescent City
-124.218873,43.292575,Coos Bay
-124.21881299999998,43.184112,Coquille
-124.21866,40.644218,Loleta
-124.218178,41.772732,Crescent City
-124.21817,40.644224,Loleta
-124.217858,40.770112,Samoa
-124.217818,40.644225,Loleta
-124.217781,40.724392,Eureka
-124.217754,43.507829,North Bend
-124.217749,40.725264,Fields Landing
-124.217705,43.18326500000001,Coquille
-124.21769,43.256515,Coos Bay
-124.217596,40.654815,Loleta
-124.217572,43.256577,Coos Bay
-124.217571,43.509844,North Bend
-124.217436,43.511653,North Bend
-124.217432,40.725179,Fields Landing
-124.217381,42.014339,Brookings
-124.217194,43.294701,Coos Bay
-124.217186,40.741019,Eureka
-124.217072,43.37833,Coos Bay
-124.217053,41.771413,Crescent City
-124.21699,41.772735,Crescent City
-124.216777,43.518818,North Bend
-124.216709,40.724987,Eureka
-124.216617,43.295619,Coos Bay
-124.216546,43.521445,North Bend
-124.21652,42.013398,Brookings
-124.21644,40.658863,Loleta
-124.216366,43.523492,North Bend
-124.21635031640903,43.523486852438346,North Bend
-124.21621299999998,48.183407,Clallam Bay
-124.216183,43.295971,Coos Bay
-124.216115,43.52641,North Bend
-124.216048,42.012861,Brookings
-124.216043,43.295862,Coos Bay
-124.216002,40.726584,Eureka
-124.215967,43.528058,North Bend
-124.215902,43.18278400000001,Coquille
-124.21588,40.722634,Eureka
-124.215723,41.770191,Crescent City
-124.215676,40.71607,Eureka
-124.215656,41.797382,Crescent City
-124.215599,43.532272,North Bend
-124.215574,40.720624,Eureka
-124.215552,40.71558,Eureka
-124.215472,43.533717,North Bend
-124.21547,43.5337,North Bend
-124.215451,40.726446,Eureka
-124.215256,40.721958,Eureka
-124.215245,40.72198,Eureka
-124.215182,43.376832,Coos Bay
-124.215149,43.536498,North Bend
-124.215134,41.75425,Crescent City
-124.215002,43.37686,Coos Bay
-124.214928,40.724897,Eureka
-124.214834,40.727313,Eureka
-124.214712,40.630852,Loleta
-124.214531,40.729908,Eureka
-124.214369,40.729914,Eureka
-124.214368,40.655319,Loleta
-124.21435,41.767745,Crescent City
-124.21428799999998,40.63171,Loleta
-124.214127,40.59964,Ferndale
-124.214114,40.623359,Loleta
-124.21409726083652,40.6233537195176,Loleta
-124.214097,40.623353,Loleta
-124.214093,41.85784,Crescent City
-124.213847,41.847921,Crescent City
-124.213435,40.62641,Loleta
-124.213256,43.359555,Coos Bay
-124.213237,40.730849,Eureka
-124.213231,43.361122,Coos Bay
-124.213228,43.36271,Coos Bay
-124.213207,40.729526,Eureka
-124.213204,41.753629,Crescent City
-124.213196,43.357972,Coos Bay
-124.213194,43.365417,Coos Bay
-124.213129,43.357686,Coos Bay
-124.21307,40.73329,Eureka
-124.212952,40.622276,Fortuna
-124.212938,40.62228,Fortuna
-124.212852,40.739124,Eureka
-124.212716,40.734015,Eureka
-124.212646,40.7337,Eureka
-124.212501,41.761562,Crescent City
-124.212495,43.373488,Coos Bay
-124.212277,43.544714,North Bend
-124.212227,42.008388,Brookings
-124.212213,43.35738,Coos Bay
-124.212203,43.359546,Coos Bay
-124.212192,43.356985,Coos Bay
-124.21218799999998,43.361122,Coos Bay
-124.212098,40.601426,Ferndale
-124.212098,43.356495,Coos Bay
-124.212077,43.545269,North Bend
-124.212004,43.300637,Coos Bay
-124.211938,43.304951,Coos Bay
-124.211866,43.304476,Coos Bay
-124.211812,43.301301,Coos Bay
-124.211767,40.620501,Fortuna
-124.211744,40.563264,Ferndale
-124.2117,40.567101,Ferndale
-124.211691,43.182678,Coquille
-124.211671,40.56715300000001,Ferndale
-124.211613,43.30278300000001,Coos Bay
-124.21156299999998,43.30128,Coos Bay
-124.211487,40.653295,Loleta
-124.211477,40.710048,Eureka
-124.211401,41.763203,Crescent City
-124.211344,42.007256,Brookings
-124.21132922,40.62243104,Fortuna
-124.211147,43.307339,Coos Bay
-124.211117,43.36111,Coos Bay
-124.211099,40.621484,Loleta
-124.210983,40.62096,Loleta
-124.210924,40.736635,Eureka
-124.21092,40.735471,Eureka
-124.2107927793302,40.709162950321634,Eureka
-124.210709,40.708645,Eureka
-124.2106,43.308211,Coos Bay
-124.210554,40.639206,Loleta
-124.2105352872648,40.63921093921356,Loleta
-124.210481,40.648972,Eureka
-124.210409,41.776407,Crescent City
-124.21038508355991,40.639897584721375,Loleta
-124.21038508,40.63989758,Loleta
-124.210381,41.772751,Crescent City
-124.210378,41.770113,Crescent City
-124.210369,41.77276,Crescent City
-124.210328,41.759906,Crescent City
-124.210327,40.736141,Eureka
-124.210322,41.761563,Crescent City
-124.21032,41.76239,Crescent City
-124.210319,40.736073,Eureka
-124.210316,41.758243,Crescent City
-124.210308,41.764026,Crescent City
-124.210232,40.621068,Fortuna
-124.210218,40.6399,Loleta
-124.210213422183,40.70796132068296,Eureka
-124.210127,40.620735,Loleta
-124.210101,40.62005900000001,Fortuna
-124.210091,40.640461,Loleta
-124.210053,40.707981,Eureka
-124.209959,43.183484,Coquille
-124.209938,40.707134,Eureka
-124.209864,40.62023,Fortuna
-124.209756,40.706556,Loleta
-124.209741,40.706384,Eureka
-124.209714,40.705846,Loleta
-124.209683,43.183596,Coquille
-124.209636,43.325007,Coos Bay
-124.209614,40.626541,Loleta
-124.209579,40.626774,Loleta
-124.209417,40.626664,Loleta
-124.209382,41.785045,Crescent City
-124.209328,43.552664,North Bend
-124.209326,41.756415,Crescent City
-124.209299,41.77822000000001,Crescent City
-124.209251,40.641839,Loleta
